query_index,nearest_ref_index,nearest_distance_m,label
165,425,0.9224919189374372,0
166,192,0.38948688358132366,1
167,192,0.35911607944223195,1
168,35,0.48279573687223226,1
169,35,0.201871608754822,1
170,34,0.1630564507677277,1
171,33,0.292040762354471,1
172,33,0.0730477301802285,1
173,32,0.3155169044369494,1
174,116,0.5185062423632278,0
175,189,0.1431158466578468,1
176,422,0.6363063985854945,0
177,421,1.5204026716049452,0
178,420,2.5315041351658514,0
179,135,2.4668346565858674,0
180,137,2.0035584030615787,0
181,138,1.778243054627966,0
182,140,1.7987121458679325,0
183,141,1.8802821579027063,0
184,377,1.8457284684764104,0
185,223,1.7772257333702484,0
186,224,1.5932755571743844,0
187,226,1.256916491964305,0
188,227,0.9873355038395609,0
189,228,0.8761289493860356,0
190,230,0.8414275010552394,0
191,308,0.8631212522967754,0
192,310,0.7862494002801288,0
193,237,0.736833569942034,0
194,238,0.6857120615102773,0
195,239,0.7795384233743021,0
196,240,1.0009487548241216,0
197,241,1.3242658311983668,0
198,400,1.6592885172558602,0
199,322,1.7708495728711424,0
200,323,1.9855809142022691,0
201,324,2.335999664118594,0
202,325,2.803272990069383,0
203,325,3.338638030207515,0
204,143,3.659045370210769,0
205,143,3.3378800420915034,0
206,143,3.108659575668281,0
207,378,2.9406085279833087,0
208,378,2.805308686825115,0
209,456,2.691185261122969,0
210,456,2.6189225472795052,0
211,457,2.5745731790338278,0
212,458,2.6195078751153176,0
213,459,2.7662971756709673,0
214,460,3.0019683314408403,0
215,321,2.87258925386236,0
216,321,2.7596249008893206,0
217,322,2.7394241553027765,0
218,322,2.7818363971313587,0
219,323,2.8182212537113505,0
220,324,2.83490203517385,0
221,325,2.8231414774437034,0
222,326,2.7886253321516064,0
223,327,2.740521724632077,0
224,251,2.6025401412533276,0
225,252,2.420680158102564,0
226,253,2.223228124305825,0
227,254,2.0194336465717986,0
228,255,1.8150741195133613,0
229,182,1.6090748248356115,0
230,183,1.2263811919791805,0
231,185,0.8203094478788397,0
232,186,0.49275600528396407,1
233,345,0.24056609014718056,1
234,346,0.36163796140484644,1
235,348,0.7927502530662262,0
236,36,0.8333991165214458,0
237,37,1.1279412227581793,0
238,39,1.536864888882716,0
239,39,1.9502639785250266,0
240,40,2.298373807099773,0
241,40,2.546078682826057,0
242,40,2.6349602681158317,0
243,40,2.5222667789429623,0
244,40,2.201091854899577,0
245,39,1.6984833307732856,0
246,38,1.160090812457894,0
247,37,1.0145348993966303,0
248,348,0.5375304916476841,0
249,422,1.0285539648281874,0
250,187,1.5425681826732642,0
251,185,2.013638635296858,0
252,183,2.417753016839331,0
253,255,2.4472385947549427,0
254,253,2.33490870531091,0
255,251,2.2461864325577063,0
256,326,2.048872409481702,0
257,323,1.8692893773796975,0
258,400,1.7802609860784213,0
259,240,1.2886553284285827,0
260,238,0.8256248225389937,0
261,236,0.6004555606798098,0
262,235,0.5633943901684256,0
263,234,0.7386405099828308,0
264,155,0.7711409408945964,0
265,154,0.8349828431918314,0
266,153,0.9085337669495165,0
267,153,0.8513462971588619,0
268,152,0.7619925445146388,0
269,230,0.6650324598281531,0
270,230,0.35525976876656845,1
271,229,0.11168355775950475,1
272,228,0.41031698852090276,1
273,460,0.787375513033156,0
274,459,1.09012038216338,0
275,458,1.4644153311360346,0
276,457,1.8699411130735337,0
277,456,2.2887039909365887,0
278,143,2.635608820493141,0
279,142,2.9641870633286285,0
280,141,3.3434489306621806,0
281,252,3.576075763038881,0
282,253,3.1829143678232357,0
283,253,2.832257790971195,0
284,253,2.5384378172668995,0
285,253,2.295987904924005,0
286,253,2.1033419103399615,0
287,253,1.9668007701207726,0
288,253,1.9096393732319095,0
289,252,1.83399756432448,0
290,252,1.8147329893653772,0
291,251,1.7375108173002267,0
292,250,1.6871098199341785,0
293,249,1.6569237655656017,0
294,326,1.530905435614919,0
295,324,1.3671229805555252,0
296,323,1.2490372054200962,0
297,322,1.2749409531948,0
298,321,1.4808749222536406,0
299,320,1.8305232630667012,0
300,306,1.660236939965697,0
301,306,1.0952060493614142,0
302,305,0.5828220133607908,0
303,305,0.275363563193728,1
304,383,0.23746133009761694,1
305,383,0.3055554392580496,1
306,148,0.3382812272000246,1
307,148,0.4558529822038105,1
308,148,0.5520542127431406,0
309,226,0.3927263160335972,1
310,226,0.20954503674134836,1
311,226,0.27225427687633513,1
312,458,0.4793875164923439,1
313,458,0.5949596589311844,0
314,458,0.8787603278932232,0
315,457,1.2108854790106969,0
316,457,1.529133533523693,0
317,457,1.8888320883281666,0
318,457,2.2638934666515573,0
319,457,2.6436974764791517,0
320,457,3.022999259213851,0
321,324,2.8491272499924714,0
322,324,2.510760770102123,0
323,324,2.182465895587641,0
324,324,1.873977419117967,0
325,324,1.604783290891389,0
326,323,1.3990062936516943,0
327,323,1.2066124063999835,0
328,323,1.110464491334047,0
329,322,1.0587735080182439,0
330,322,1.069811959322408,0
331,321,1.1313242271222699,0
332,321,1.2312763770313584,0
333,320,1.3724265168146441,0
334,320,1.5373982855668094,0
335,319,1.7538114215609697,0
336,307,1.8743301755379915,0
337,307,1.609427937589729,0
338,306,1.3402625357402533,0
339,305,1.0888836879150896,0
340,305,0.8993283522865133,0
341,304,0.6756092563503615,0
342,303,0.5842240538532957,0
343,459,0.42866797844703036,1
344,458,0.43923287833027486,1
345,458,0.393281684143419,1
346,457,0.5444957271761524,0
347,457,0.6700713712690785,0
348,456,0.9179866445225872,0
349,456,1.2120536902808081,0
350,67,1.5556363704907539,0
351,67,1.929452444281013,0
352,143,2.2739321095836296,0
353,143,2.662692878369873,0
354,143,3.075739276562686,0
355,326,3.023841563387477,0
356,326,2.583182186481961,0
357,326,2.120972694431511,0
358,326,1.6573195054388288,0
359,325,1.236377415005566,0
360,325,0.791257516839609,0
361,324,0.5031283138180556,0
362,324,0.23233140460003232,1
363,323,0.02977989574657645,1
364,322,0.11572999782003839,1
365,321,0.22213516995359056,1
366,321,0.3104872798753526,1
367,320,0.5094441994309483,0
368,319,0.8578439376435092,0
369,319,1.252276932063053,0
370,318,1.7064395943602357,0
371,307,1.5766400568878485,0
372,305,1.312770914528105,0
373,305,1.074205340696908,0
374,304,0.8585554084990762,0
375,303,0.7003823718955553,0
376,302,0.6450973913003138,0
377,301,0.7296998969325299,0
378,457,0.711642399247327,0
379,68,0.8785274392689844,0
380,456,1.088652545273891,0
381,67,1.4011836721952924,0
382,67,1.7628145699204207,0
383,143,2.1811511578376432,0
384,143,2.630732804578645,0
385,143,3.1358652804479625,0
386,326,2.8220724426824755,0
387,326,2.2877025192032407,0
388,326,1.747589260632014,0
389,326,1.239543709651214,0
390,325,0.8303542045944171,0
391,325,0.45231883203225376,1
392,324,0.2608929188778617,1
393,323,0.2708851830446087,1
394,322,0.28070022997967203,1
395,321,0.2723478311270183,1
396,321,0.3701784584395411,1
397,320,0.6751301633673741,0
398,319,1.1249364769994203,0
399,318,1.659997616734427,0
400,307,1.3276502023658066,0
401,306,0.949130567531428,0
402,305,0.599194215204213,0
403,304,0.30832097556249494,1
404,459,0.20587885776827333,1
405,382,0.32917692475413923,1
406,458,0.14886764007363038,1
407,457,0.33741216693214743,1
408,457,0.43962981998441464,1
409,456,0.7164034935269524,0
410,456,1.1128610103733876,0
411,455,1.6272152864142613,0
412,455,2.1851927166549006,0
413,143,2.8048333305845192,0
414,326,3.1064510876495617,0
415,326,2.4550601633500033,0
416,326,1.8037589689321183,0
417,326,1.2081459334868165,0
418,325,0.7507852861737694,0
419,325,0.5160685736015413,0
420,324,0.4769998608081902,1
421,323,0.48206115918143144,1
422,322,0.38103296381153356,1
423,321,0.17177764462567663,1
424,320,0.35713636533961907,1
425,319,0.8864593209407851,0
426,319,1.4962902093216668,0
427,306,1.6171432820015685,0
428,305,1.2035775236430115,0
429,304,0.85531704356641,0
430,459,0.5900864828305108,0
431,458,0.4600251291912583,1
432,225,0.6312319354556781,0
433,224,0.7783717019316638,0
434,456,0.9942067212416181,0
435,379,1.2761372286501094,0
436,455,1.643690621222923,0
437,378,2.106317435512375,0
438,378,2.677162116626378,0
439,143,3.3182902270792147,0
440,326,2.90213030614443,0
441,326,2.197664963469351,0
442,325,1.5614092220930471,0
443,325,1.1590960213869932,0
444,324,1.0339903948969111,0
445,403,0.7198510829993692,0
446,402,0.4724719385019027,1
447,401,0.3775934015405358,1
448,400,0.47977986594217065,1
449,241,0.7175535781248121,0
450,240,1.0080117171653968,0
451,317,1.4123164577642267,0
452,309,1.661132966744153,0
453,307,1.8297850430145728,0
454,305,1.9850870402279142,0
455,459,1.9291963886847299,0
456,458,1.8969262799779734,0
457,457,1.8897686008867904,0
458,379,1.8997163757417073,0
459,378,1.919727661774702,0
460,142,2.004239958392241,0
461,142,2.1045486200162045,0
462,141,2.3592076344231674,0
463,141,2.748891413273894,0
464,140,3.209180338701138,0
465,253,3.467926448837262,0
466,253,3.0175806032905292,0
467,253,2.6419746122430325,0
468,253,2.3741960949687773,0
469,253,2.2373365122745015,0
470,252,2.183682736714151,0
471,252,2.182663276073355,0
472,251,2.2399750686225985,0
473,251,2.2994891806412827,0
474,250,2.3253027836396765,0
475,249,2.346754729248923,0
476,248,2.35796744514106,0
477,247,2.374707688500395,0
478,246,2.4227249542523026,0
479,322,2.4466416113282583,0
480,321,2.4638919040485896,0
481,240,2.5727625901369433,0
482,309,2.560419056673855,0
483,307,2.281246704530441,0
484,228,2.003582433444208,0
485,228,1.7300941647295627,0
486,227,1.5710359827634672,0
487,227,1.5332514528912295,0
488,226,1.4947244422000185,0
489,226,1.5013703453805456,0
490,225,1.4762167421704901,0
491,225,1.4562539689572525,0
492,224,1.4808415552767882,0
493,224,1.5026058696026834,0
494,456,1.5638468598590438,0
495,379,1.7424421010157314,0
